Company Name,Date of filing,Time of filing,Document Type,File Format,File Size
Med BioGene Inc.,Apr 22 2022,19:13:20 ET,MD&A - English,PDF,317 K
Med BioGene Inc.,Apr 22 2022,19:12:05 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
Med BioGene Inc.,Apr 22 2022,19:12:05 ET,Audited annual financial statements - English,PDF,866 K
Med BioGene Inc.,Apr 22 2022,19:12:05 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,159 K
Medexus Pharmaceuticals Inc. (formerly Pediapharm Inc.),Apr 22 2022,08:44:54 ET,News release - English,PDF,29 K
MediPharm Labs Corp.,Apr 22 2022,16:08:34 ET,Material change report - English,PDF,146 K
MediPharm Labs Corp.,Apr 22 2022,13:46:18 ET,Notice of the meeting and record date - English,PDF,537 K
Metalcorp Limited,Apr 22 2022,13:54:14 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,139 K
Metalcorp Limited,Apr 22 2022,13:54:14 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,139 K
Metalcorp Limited,Apr 22 2022,13:52:13 ET,MD&A - English,PDF,903 K
Metalcorp Limited,Apr 22 2022,13:50:10 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,150 K
Metalcorp Limited,Apr 22 2022,13:50:10 ET,Audited annual financial statements - English,PDF,447 K
Metalcorp Limited,Apr 22 2022,13:50:10 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,158 K
MGM Resources Corp.,Apr 22 2022,11:45:26 ET,News release - English,PDF,187 K
MGM Resources Corp.,Apr 22 2022,11:30:52 ET,Early warning report,PDF,454 K
MGM Resources Corp.,Apr 22 2022,10:37:26 ET,Early warning report,PDF,142 K
MGM Resources Corp.,Apr 22 2022,10:36:41 ET,Early warning report,PDF,165 K
MGM Resources Corp.,Apr 22 2022,10:36:09 ET,Early warning report,PDF,283 K
Mich Resources Ltd.,Apr 22 2022,19:01:32 ET,Statement of Executive Compensation (Form 51-102F6V) - English,PDF,146 K
Millennial Precious Metals Corp.,Apr 22 2022,21:43:55 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,131 K
Millennial Precious Metals Corp.,Apr 22 2022,21:43:55 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,131 K
Millennial Precious Metals Corp.,Apr 22 2022,21:42:12 ET,MD&A - English,PDF,569 K
Millennial Precious Metals Corp.,Apr 22 2022,21:40:15 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,55 K
Millennial Precious Metals Corp.,Apr 22 2022,21:40:15 ET,Audited annual financial statements - English,PDF,624 K
Millennial Precious Metals Corp.,Apr 22 2022,21:40:15 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,70 K
MiniLuxe Holding Corp. (formerly Rise Capital Corp.),Apr 22 2022,19:22:25 ET,52-109F1R - Certification of refiled annual filings - CEO (E),PDF,1407 K
MiniLuxe Holding Corp. (formerly Rise Capital Corp.),Apr 22 2022,19:22:25 ET,52-109F1R - Certification of refiled annual filings - CFO (E),PDF,251 K
MiniLuxe Holding Corp. (formerly Rise Capital Corp.),Apr 22 2022,19:22:02 ET,Audited annual financial statements (amended) - English,PDF,805 K
The Mint Corporation,Apr 22 2022,18:46:17 ET,News release - English,PDF,141 K
"Mount Logan Capital Inc. (formerly, Marret Resource Corp.)",Apr 22 2022,11:06:18 ET,Notice of the meeting and record date - English,PDF,124 K
Mydecine Innovations Group Inc.,Apr 22 2022,07:12:06 ET,Material change report - English,PDF,112 K
MyndTec Inc.,Apr 22 2022,19:39:01 ET,Notice of the meeting and record date - English,PDF,154 K
National Bank of Canada,Apr 22 2022,15:54:52 ET,Report of voting results,PDF,135 K
National Bank of Canada,Apr 22 2022,15:54:52 ET,Report of voting results,PDF,166 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - English,PDF,363 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - English,PDF,326 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - English,PDF,483 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - English,PDF,452 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - French,PDF,397 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - French,PDF,358 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - French,PDF,507 K
National Bank of Canada,Apr 21 2022,16:01:18 ET,Marketing materials - French,PDF,479 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - English,PDF,303 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - English,PDF,412 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - English,PDF,302 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - English,PDF,297 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - French,PDF,370 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - French,PDF,485 K
National Bank of Canada,Apr 21 2022,15:55:59 ET,Pricing supplement (specified derivative) - French,PDF,363 K
Naturally Splendid Enterprises Ltd.,Apr 22 2022,09:09:14 ET,News release - English,PDF,296 K
Navion Capital Inc.,Apr 22 2022,13:52:49 ET,Notice of the meeting and record date - English,PDF,537 K
NEO Battery Materials Ltd.,Apr 22 2022,11:11:55 ET,News release - English,PDF,218 K
NeonMind Biosciences Inc.,Apr 22 2022,18:47:26 ET,Material change report - English,PDF,67 K
Nevada King Gold Corp.,Apr 22 2022,11:13:17 ET,Material change report - English,PDF,137 K
Nevada King Gold Corp.,Apr 22 2022,07:38:54 ET,News release - English,PDF,60 K
"Newmont Corporation (formerly, Newmont Goldcorp Corporation)",Apr 22 2022,16:20:58 ET,Report of voting results,PDF,66 K
"Newmont Corporation (formerly, Newmont Goldcorp Corporation)",Apr 22 2022,08:44:20 ET,52-109F2 - Certification of interim filings - CEO (E),PDF,32 K
"Newmont Corporation (formerly, Newmont Goldcorp Corporation)",Apr 22 2022,08:44:20 ET,52-109F2 - Certification of interim filings - CFO (E),PDF,29 K
"Newmont Corporation (formerly, Newmont Goldcorp Corporation)",Apr 22 2022,08:44:04 ET,MD&A - English,PDF,246 K
"Newmont Corporation (formerly, Newmont Goldcorp Corporation)",Apr 22 2022,08:43:44 ET,Interim financial statements/report - English,PDF,855 K
"Newmont Corporation (formerly, Newmont Goldcorp Corporation)",Apr 22 2022,08:43:25 ET,News release - English,PDF,422 K
New Stratus Energy Inc. (formerly Red Rock Energy Inc.),Apr 22 2022,10:43:46 ET,Business acquisition report - English,PDF,88972 K
New Zealand Energy Corp.,Apr 22 2022,15:40:37 ET,News release - English,PDF,50 K
New Zealand Energy Corp.,Apr 22 2022,10:15:12 ET,Oil and gas annual disclosure filing (Form 51-101 F1),PDF,705 K
New Zealand Energy Corp.,Apr 22 2022,10:15:12 ET,Oil and gas annual disclosure filing (Form 51-101 F2),PDF,81 K
New Zealand Energy Corp.,Apr 22 2022,10:15:12 ET,Oil and gas annual disclosure filing (Form 51-101 F3),PDF,160 K
New Zealand Energy Corp.,Apr 22 2022,10:14:06 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,27 K
New Zealand Energy Corp.,Apr 22 2022,10:14:06 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,26 K
New Zealand Energy Corp.,Apr 22 2022,10:12:47 ET,MD&A - English,PDF,203 K
New Zealand Energy Corp.,Apr 22 2022,10:11:56 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,292 K
New Zealand Energy Corp.,Apr 22 2022,10:11:56 ET,Audited annual financial statements - English,PDF,209 K
New Zealand Energy Corp.,Apr 22 2022,10:11:56 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,278 K
NexJ Health Holdings Inc.,Apr 22 2022,11:04:27 ET,Notice of the meeting and record date - English,PDF,313 K
Nextraction Energy Corp.,Apr 22 2022,22:11:49 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
Nextraction Energy Corp.,Apr 22 2022,22:11:49 ET,Audited annual financial statements - English,PDF,278 K
Nextraction Energy Corp.,Apr 22 2022,22:09:59 ET,MD&A - English,PDF,275 K
Nextraction Energy Corp.,Apr 22 2022,22:09:37 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,142 K
Nextraction Energy Corp.,Apr 22 2022,22:09:37 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,142 K
NFI Group Inc. (formerly New Flyer Industries Inc.),Apr 22 2022,07:46:01 ET,News release - English,PDF,151 K
Noram Lithium Corp.,Apr 22 2022,18:08:48 ET,News release - English,PDF,790 K
Norden Crown Metals Corporation,Apr 22 2022,19:54:08 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,117 K
Norden Crown Metals Corporation,Apr 22 2022,19:54:08 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,117 K
Norden Crown Metals Corporation,Apr 22 2022,19:53:24 ET,MD&A - English,PDF,530 K
Norden Crown Metals Corporation,Apr 22 2022,19:52:44 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,135 K
Norden Crown Metals Corporation,Apr 22 2022,19:52:44 ET,Audited annual financial statements - English,PDF,482 K
Norden Crown Metals Corporation,Apr 22 2022,19:52:44 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,140 K
"Norseman Silver Inc. (formerly ""Norseman Capital Ltd."")",Apr 22 2022,21:22:51 ET,News release - English,PDF,682 K
"Norseman Silver Inc. (formerly ""Norseman Capital Ltd."")",Apr 22 2022,16:50:13 ET,News release - English,PDF,151 K
Northfield Capital Corporation,Apr 22 2022,14:39:31 ET,Notice of the meeting and record date - English,PDF,534 K
NorthIsle Copper and Gold Inc.,Apr 22 2022,07:06:17 ET,Annual information form - English,PDF,676 K
NorthIsle Copper and Gold Inc.,Apr 22 2022,07:04:25 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,101 K
NorthIsle Copper and Gold Inc.,Apr 22 2022,07:04:25 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,102 K
NorthIsle Copper and Gold Inc.,Apr 22 2022,07:04:09 ET,MD&A - English,PDF,2666 K
NorthIsle Copper and Gold Inc.,Apr 22 2022,07:03:42 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,672 K
NorthIsle Copper and Gold Inc.,Apr 22 2022,07:03:42 ET,Audited annual financial statements - English,PDF,299 K
Nuvo Pharmaceuticals Inc. (d/b/a Miravo Healthcare),Apr 22 2022,16:56:03 ET,Form of proxy - English,PDF,77 K
Nuvo Pharmaceuticals Inc. (d/b/a Miravo Healthcare),Apr 22 2022,16:55:39 ET,Notice of meeting - English,PDF,40 K
Nuvo Pharmaceuticals Inc. (d/b/a Miravo Healthcare),Apr 22 2022,16:55:21 ET,Management information circular - English,PDF,455 K
Orford Mining Corporation,Apr 22 2022,18:59:12 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,137 K
Orford Mining Corporation,Apr 22 2022,18:59:12 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,136 K
Orford Mining Corporation,Apr 22 2022,18:58:32 ET,MD&A - English,PDF,7010 K
Orford Mining Corporation,Apr 22 2022,18:56:19 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,57 K
Orford Mining Corporation,Apr 22 2022,18:56:19 ET,Audited annual financial statements - English,PDF,503 K
Orford Mining Corporation,Apr 22 2022,18:56:19 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,125 K
Orford Mining Corporation,Apr 22 2022,12:16:05 ET,Notice of the meeting and record date (amended) - English,PDF,93 K
Orion Nutraceuticals Inc.,Apr 22 2022,17:55:27 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,141 K
Orion Nutraceuticals Inc.,Apr 22 2022,17:55:27 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,140 K
Orion Nutraceuticals Inc.,Apr 22 2022,17:54:35 ET,MD&A - English,PDF,223 K
Orion Nutraceuticals Inc.,Apr 22 2022,17:53:49 ET,Interim financial statements/report - English,PDF,292 K
Orletto Capital II Inc.,Apr 22 2022,12:54:42 ET,News release - English,PDF,248 K
Oroco Resource Corp.,Apr 22 2022,17:20:37 ET,News release - English,PDF,910 K
"Osisko Development Corp. (formerly ""Barolo Ventures Corp."")",Apr 22 2022,12:37:36 ET,Annual information form - French,PDF,1097 K
"Osisko Development Corp. (formerly ""Barolo Ventures Corp."")",Apr 22 2022,10:04:36 ET,Material change report - French,PDF,30 K
"Osisko Development Corp. (formerly ""Barolo Ventures Corp."")",Apr 22 2022,10:04:15 ET,Material change report - French,PDF,32 K
Osisko Mining Inc.,Apr 22 2022,12:02:37 ET,Form of proxy - English,PDF,454 K
Osisko Mining Inc.,Apr 22 2022,12:02:37 ET,Management information circular - English,PDF,1002 K
Osisko Mining Inc.,Apr 22 2022,12:02:37 ET,Notice of meeting - English,PDF,13 K
Outcrop Silver & Gold Corporation,Apr 22 2022,11:21:09 ET,Notice of the meeting and record date - English,PDF,105 K
Pacific Ridge Exploration Ltd.,Apr 22 2022,07:13:17 ET,News release - English,PDF,132 K
"Paycore Minerals Inc. (formerly ""Aardvark Capital Corp."")",Apr 22 2022,17:19:39 ET,NI 44-101 Notice of intent to qualify - English,PDF,120 K
"Paycore Minerals Inc. (formerly ""Aardvark Capital Corp."")",Apr 22 2022,17:14:11 ET,Material change report - English,PDF,154 K
"Paycore Minerals Inc. (formerly ""Aardvark Capital Corp."")",Apr 22 2022,08:26:14 ET,Notice,PDF,154 K
Pelangio Exploration Inc.,Apr 22 2022,09:04:44 ET,Notice of the meeting and record date - English,PDF,312 K
PERSEUS MINING LIMITED,Apr 22 2022,07:17:28 ET,News release - English,PDF,2079 K
Phoenix Canada Oil Company Limited,Apr 22 2022,14:05:21 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,126 K
Phoenix Canada Oil Company Limited,Apr 22 2022,14:05:21 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,165 K
Phoenix Canada Oil Company Limited,Apr 22 2022,14:04:29 ET,MD&A - English,PDF,196 K
Phoenix Canada Oil Company Limited,Apr 22 2022,14:03:48 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,154 K
Phoenix Canada Oil Company Limited,Apr 22 2022,14:03:48 ET,Audited annual financial statements - English,PDF,160 K
Phoenix Canada Oil Company Limited,Apr 22 2022,14:03:48 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,160 K
PIMCO Global Income Opportunities Fund,Apr 22 2022,14:48:21 ET,News release - English,PDF,20 K
PIMCO Tactical Income Fund,Apr 22 2022,14:48:13 ET,News release - English,PDF,20 K
PIMCO Tactical Income Opportunities Fund,Apr 22 2022,14:48:05 ET,News release - English,PDF,20 K
Plantable Health Inc.,Apr 22 2022,10:31:07 ET,News release - English,PDF,147 K
Plato Gold Corp.,Apr 22 2022,08:34:31 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,85 K
Plato Gold Corp.,Apr 22 2022,08:34:31 ET,Audited annual financial statements - English,PDF,591 K
Plato Gold Corp.,Apr 22 2022,08:34:31 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,133 K
Plato Gold Corp.,Apr 22 2022,08:33:52 ET,MD&A - English,PDF,208 K
Plato Gold Corp.,Apr 22 2022,08:33:37 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,90 K
Plato Gold Corp.,Apr 22 2022,08:33:37 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,91 K
Plato Gold Corp.,Apr 22 2022,08:33:27 ET,News release - English,PDF,173 K
Plaza Retail REIT,Apr 22 2022,22:57:58 ET,Annual report - English,PDF,2124 K
Plaza Retail REIT,Apr 22 2022,22:57:23 ET,Form of proxy - English,PDF,974 K
Plaza Retail REIT,Apr 22 2022,22:57:23 ET,Management information circular - English,PDF,1176 K
Plaza Retail REIT,Apr 22 2022,22:57:23 ET,Notice of meeting - English,PDF,200 K
Plaza Retail REIT,Apr 22 2022,22:57:23 ET,Other,PDF,119 K
Plaza Retail REIT,Apr 22 2022,22:56:50 ET,Other securityholders documents - English,PDF,237 K
Plaza Retail REIT,Apr 22 2022,22:56:07 ET,Other securityholders documents - English,PDF,145 K
Plaza Retail REIT,Apr 22 2022,22:55:41 ET,Other securityholders documents - English,PDF,149 K
"Plurilock Security Inc. (formerly, Libby K Industries Inc.)",Apr 22 2022,07:11:11 ET,News release - English,PDF,42 K
Prime Mining Corp.,Apr 22 2022,16:05:21 ET,52-109F1-AIF - Certification of filings with voluntarily filed AIF - CEO (E),PDF,169 K
Prime Mining Corp.,Apr 22 2022,16:05:21 ET,52-109F1-AIF - Certification of filings with voluntarily filed AIF - CFO (E),PDF,209 K
Prime Mining Corp.,Apr 22 2022,16:03:09 ET,Annual information form - English,PDF,691 K
Pure Gold Mining Inc.,Apr 22 2022,07:28:52 ET,News release - English,PDF,218 K
QUANTUM eMOTION CORP. (formerly Quantum Numbers Corp.),Apr 22 2022,11:10:06 ET,Notice of the meeting and record date - English,PDF,68 K
QUANTUM eMOTION CORP. (formerly Quantum Numbers Corp.),Apr 22 2022,11:10:06 ET,Notice of the meeting and record date - French,PDF,69 K
"Questrade, Inc.",Apr 22 2022,17:16:37 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,6674 K
Radbourne Developments Inc.,Apr 22 2022,14:20:55 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,101 K
Radbourne Developments Inc.,Apr 22 2022,14:20:55 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,102 K
Radbourne Developments Inc.,Apr 22 2022,14:16:42 ET,MD&A - English,PDF,225 K
Radbourne Developments Inc.,Apr 22 2022,14:13:08 ET,AB Form 13-501F2 (Class 2 Reporting Issuers - Participation Fee),PDF,284 K
Radbourne Developments Inc.,Apr 22 2022,14:13:08 ET,Audited annual financial statements - English,PDF,628 K
"Rakovina Therapeutics Inc. (formerly, Vincero Capital Corp.)",Apr 22 2022,11:39:39 ET,Notice of the meeting and record date - English,PDF,123 K
RediShred Capital Corp.,Apr 22 2022,09:31:00 ET,Annual information form - English,PDF,919 K
RediShred Capital Corp.,Apr 20 2022,22:36:23 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,142 K
Reitmans (Canada) Limited,Apr 22 2022,12:46:41 ET,Notice of the meeting and record date - English,PDF,47 K
Reitmans (Canada) Limited,Apr 22 2022,12:46:41 ET,Notice of the meeting and record date - French,PDF,48 K
RenoWorks Software Inc.,Apr 22 2022,09:02:05 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,99 K
RenoWorks Software Inc.,Apr 22 2022,09:02:05 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,99 K
RenoWorks Software Inc.,Apr 22 2022,09:00:54 ET,MD&A - English,PDF,288 K
RenoWorks Software Inc.,Apr 22 2022,08:59:28 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,154 K
RenoWorks Software Inc.,Apr 22 2022,08:59:28 ET,Audited annual financial statements - English,PDF,509 K
RenoWorks Software Inc.,Apr 22 2022,08:07:49 ET,News release - English,PDF,52 K
"RIV Capital Inc. (formerly, Canopy Rivers Inc.)",Apr 22 2022,17:28:28 ET,News release - English,PDF,47 K
Riverwalk Acquisition Corp.,Apr 22 2022,15:46:45 ET,52-109FV2 - Certification of interim filings - CEO (E),PDF,103 K
Riverwalk Acquisition Corp.,Apr 22 2022,15:46:45 ET,52-109FV2 - Certification of interim filings - CFO (E),PDF,102 K
Riverwalk Acquisition Corp.,Apr 22 2022,15:43:38 ET,MD&A - English,PDF,286 K
Riverwalk Acquisition Corp.,Apr 22 2022,15:42:49 ET,Interim financial statements/report - English,PDF,266 K
Robex Resources Inc.,Apr 22 2022,10:43:50 ET,Notice of the meeting and record date - English,PDF,314 K
Robex Resources Inc.,Apr 22 2022,10:43:50 ET,Notice of the meeting and record date - French,PDF,314 K
Royal Bank of Canada,Apr 22 2022,17:06:29 ET,Report of exempt distribution excluding Schedule 1 of 45-106F1,PDF,221 K
Royal Bank of Canada,Apr 22 2022,14:40:19 ET,Marketing materials - English,PDF,517 K
Royal Bank of Canada,Apr 22 2022,14:40:19 ET,Marketing materials - English,PDF,425 K
Royal Bank of Canada,Apr 22 2022,14:40:19 ET,Marketing materials - French,PDF,474 K
Royal Bank of Canada,Apr 22 2022,14:36:54 ET,Marketing materials - English,PDF,517 K
Royal Bank of Canada,Apr 22 2022,14:36:54 ET,Marketing materials - English,PDF,425 K
Royal Bank of Canada,Apr 22 2022,14:36:54 ET,Marketing materials - French,PDF,478 K
Royal Bank of Canada,Apr 22 2022,09:58:58 ET,Consent letter of issuer's legal counsel,PDF,114 K
Royal Bank of Canada,Apr 22 2022,09:58:58 ET,Pricing supplement (specified derivative) - English,PDF,848 K
Royal Bank of Canada,Apr 22 2022,09:58:58 ET,Pricing supplement (specified derivative) - French,PDF,624 K
Royal Bank of Canada,Apr 22 2022,09:37:18 ET,Consent letter of issuer's legal counsel,PDF,114 K
Royal Bank of Canada,Apr 22 2022,09:37:18 ET,Pricing supplement (specified derivative) - English,PDF,851 K
Royal Bank of Canada,Apr 22 2022,09:37:18 ET,Pricing supplement (specified derivative) - French,PDF,627 K
Royal Bank of Canada,Apr 22 2022,09:25:05 ET,Consent letter of issuer's legal counsel,PDF,119 K
Royal Bank of Canada,Apr 22 2022,09:25:05 ET,Pricing supplement (specified derivative) - English,PDF,730 K
Royal Bank of Canada,Apr 22 2022,09:25:05 ET,Pricing supplement (specified derivative) - French,PDF,1169 K
Royal Bank of Canada,Apr 22 2022,09:13:34 ET,Consent letter of issuer's legal counsel,PDF,118 K
Royal Bank of Canada,Apr 22 2022,09:13:34 ET,Pricing supplement (specified derivative) - English,PDF,733 K
Royal Bank of Canada,Apr 22 2022,09:13:34 ET,Pricing supplement (specified derivative) - French,PDF,1172 K
Royal Bank of Canada,Apr 22 2022,08:57:13 ET,Consent letter of issuer's legal counsel,PDF,114 K
Royal Bank of Canada,Apr 22 2022,08:57:13 ET,Pricing supplement (specified derivative) - English,PDF,510 K
Royal Bank of Canada,Apr 22 2022,08:57:13 ET,Pricing supplement (specified derivative) - French,PDF,737 K
Royal Bank of Canada,Apr 22 2022,08:44:02 ET,Consent letter of issuer's legal counsel,PDF,122 K
Royal Bank of Canada,Apr 22 2022,08:44:02 ET,Pricing supplement (specified derivative) - English,PDF,512 K
Royal Bank of Canada,Apr 22 2022,08:44:02 ET,Pricing supplement (specified derivative) - French,PDF,740 K
Royal Bank of Canada,Apr 22 2022,08:30:57 ET,Consent letter of issuer's legal counsel,PDF,116 K
Royal Bank of Canada,Apr 22 2022,08:30:57 ET,Pricing supplement (specified derivative) - English,PDF,398 K
Royal Bank of Canada,Apr 22 2022,08:30:57 ET,Pricing supplement (specified derivative) - French,PDF,543 K
Royal Bank of Canada,Apr 22 2022,08:17:42 ET,Consent letter of issuer's legal counsel,PDF,119 K
Royal Bank of Canada,Apr 22 2022,08:17:42 ET,Pricing supplement (specified derivative) - English,PDF,560 K
Royal Bank of Canada,Apr 22 2022,08:17:42 ET,Pricing supplement (specified derivative) - French,PDF,940 K
RTG Mining Inc.,Apr 22 2022,10:01:25 ET,Form of proxy - English,PDF,51 K
RTG Mining Inc.,Apr 22 2022,10:01:25 ET,Management information circular - English,PDF,478 K
RTG Mining Inc.,Apr 22 2022,10:01:25 ET,Notice of meeting - English,PDF,277 K
Sanatana Resources Inc.,Apr 22 2022,14:43:34 ET,News release - English,PDF,177 K
Sarama Resources Ltd.,Apr 22 2022,17:29:23 ET,52-109FV1 - Certification of annual filings - CEO (E),PDF,33 K
Sarama Resources Ltd.,Apr 22 2022,17:29:23 ET,52-109FV1 - Certification of annual filings - CFO (E),PDF,33 K
Sarama Resources Ltd.,Apr 22 2022,17:28:25 ET,MD&A - English,PDF,1286 K
Sarama Resources Ltd.,Apr 22 2022,17:27:14 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,313 K
Sarama Resources Ltd.,Apr 22 2022,17:27:14 ET,Audited annual financial statements - English,PDF,653 K
Sarama Resources Ltd.,Apr 22 2022,17:27:14 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,56 K
Sarama Resources Ltd.,Apr 22 2022,08:33:42 ET,News release - English,PDF,389 K
Savaria Corporation,Apr 22 2022,07:45:26 ET,News release - English,PDF,111 K
Savaria Corporation,Apr 22 2022,07:45:26 ET,News release - French,PDF,139 K
Scandium International Mining Corp.,Apr 22 2022,14:13:11 ET,Notice of the meeting and record date - English,PDF,313 K
Scottie Resources Corp.,Apr 22 2022,18:20:11 ET,Other material contracts - English,PDF,493 K
Scottie Resources Corp.,Apr 22 2022,14:31:25 ET,Material change report - English,PDF,189 K
Scottie Resources Corp.,Apr 22 2022,09:04:47 ET,News release - English,PDF,52 K
"Scryb Inc. (formerly, Relay Medical Corp.)",Apr 22 2022,07:08:10 ET,News release - English,PDF,58 K
Sekur Private Data Ltd.,Apr 22 2022,19:10:23 ET,News release - English,PDF,26 K
Serica Energy PLC,Apr 22 2022,12:20:50 ET,News release - English,PDF,688 K
Serica Energy PLC,Apr 22 2022,12:18:41 ET,AB Form 13-501F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,109 K
Serica Energy PLC,Apr 22 2022,12:18:41 ET,Audited annual financial statements - English,PDF,1740 K
Serica Energy PLC,Apr 22 2022,12:18:41 ET,ON Form 13-502F1 (Class 1 and 3B Reporting Issuers - Participation Fee),PDF,136 K
SHAW COMMUNICATIONS INC.,Apr 22 2022,13:15:33 ET,MD&A - English,PDF,500 K
SHAW COMMUNICATIONS INC.,Apr 22 2022,13:14:03 ET,Interim financial statements/report - French,PDF,378 K
SHAW COMMUNICATIONS INC.,Apr 22 2022,13:12:53 ET,News release - French,PDF,804 K
Silk Energy Limited,Apr 22 2022,14:29:35 ET,Other material contracts - English,PDF,1387 K
Silk Energy Limited,Apr 22 2022,14:28:54 ET,Other material contracts - English,PDF,38844 K
Silk Energy Limited,Apr 22 2022,14:26:39 ET,Other material contracts - English,PDF,5453 K
Silk Energy Limited,Apr 22 2022,14:25:57 ET,Other material contracts - English,PDF,32495 K
Silk Energy Limited,Apr 22 2022,14:24:16 ET,Other material contracts - English,PDF,37900 K
Silver Sands Resources Corp.,Apr 22 2022,18:01:37 ET,News release - English,PDF,184 K
Silver Wolf Exploration Ltd. (formerly Gray Rock Resources Ltd.),Apr 22 2022,15:30:19 ET,Audited annual financial statements (amended) - English,PDF,544 K
Silver Wolf Exploration Ltd. (formerly Gray Rock Resources Ltd.),Apr 22 2022,15:29:56 ET,52-109F1R - Certification of refiled annual filings - CEO (E),PDF,138 K
Silver Wolf Exploration Ltd. (formerly Gray Rock Resources Ltd.),Apr 22 2022,15:29:56 ET,52-109F1R - Certification of refiled annual filings - CFO (E),PDF,138 K
Silver Wolf Exploration Ltd. (formerly Gray Rock Resources Ltd.),Apr 22 2022,09:03:58 ET,Notice of the meeting and record date - English,PDF,313 K
Simply Better Brands Corp.,Apr 22 2022,08:01:35 ET,News release - English,PDF,477 K
